BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201502,4,1200,201502,5,200,93622,562330,INDIANA,18,2015,February,Winter Weather,Z,80,SWITZERLAND,ILN,2/4/2015 12:00,EST-5,2/5/2015 2:00,0,0,0,0,,,Public,,,,,,,,,,,,,,,,,,,,,,A cold front crossed the region and produced an inch or two of snow across the Ohio Valley as it passed.,A report from Vevay indicated that 2 inches of snow had fallen.,CSV
201501,8,1700,201501,9,1200,1416716,548699,INDIANA,18,2015,January,Winter Weather,Z,17,WHITLEY,IWX,1/8/2015 17:00,EST-5,1/9/2015 12:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A quick-moving Alberta Clipper brought a quick burst of snow, strong winds, reduced visibilities, and significant blowing snow to the region late January 8th into January 9th.","Periods of snow during the late afternoon hours of January 8th into the early morning hours of January 9th accumulated to between 1 and 3 inches. However, wind gusts ranging between 30 and 40 mph in tandem with the falling snow created whiteout conditions at times. Significant blowing and drifting of the snow created additional travel problems across mainly open and rural areas into the day on Friday. There were reports of slide-offs and accidents across the region, along with numerous school delays and closings.",CSV
201501,8,100,201501,8,1300,1416720,548833,INDIANA,18,2015,January,Extreme Cold/Wind Chill,Z,26,WELLS,IWX,1/8/2015 1:00,EST-5,1/8/2015 13:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,January 5th through January 10th featured a prolonged period of very cold weather and sub-zero wind chills. The most extreme and dangerous push of this arctic air occurred on January 8th when wind chills dropped to between 20 below zero and 30 below zero.,Wind chills during the morning and early afternoon hours of January 8th ranged between 20 below zero and 30 below zero. This dangerous cold led to numerous school closings and delays across the region.,CSV
201501,8,100,201501,8,1300,1416720,548816,INDIANA,18,2015,January,Extreme Cold/Wind Chill,Z,9,DE KALB,IWX,1/8/2015 1:00,EST-5,1/8/2015 13:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,January 5th through January 10th featured a prolonged period of very cold weather and sub-zero wind chills. The most extreme and dangerous push of this arctic air occurred on January 8th when wind chills dropped to between 20 below zero and 30 below zero.,Wind chills during the morning and early afternoon hours of January 8th ranged between 20 below zero and 30 below zero. This dangerous cold led to numerous school closings and delays across the region.,CSV
201502,21,700,201502,21,1100,93166,559950,INDIANA,18,2015,February,Heavy Rain,C,163,VANDERBURGH,PAH,2/21/2015 7:00,CST-6,2/21/2015 11:00,0,0,0,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,0,N,EVANSVILLE,0,N,EVANSVILLE,37.98,-87.55,37.98,-87.55,"A winter storm brought hazardous conditions to southwest Indiana. The precipitation type was primarily freezing rain. Some sleet and snow was reported at the onset. Around one-quarter inch of ice glazed trees and power lines, on top of one-quarter to one-half inch of sleet. Roads became ice-covered and very hazardous. Numerous vehicle crashes and slide-offs occurred. Isolated power outages were reported due to tree limbs on power lines. A utility company estimated outages totaled about 500 customers. Downed tree limbs damaged vehicles at the campus of Southern Indiana University. Several east-to-west bands of light to locally moderate precipitation advanced slowly northward in response to the arrival of warm, moist air in the low levels. Strengthening of a southerly low level jet occurred ahead of a 500 mb shortwave impulse emerging out of the central Plains. Convective enhancement of precipitation rates was observed. After the precipitation changed to rain, the combination of snowmelt and rainfall produced localized street flooding. Most of the street flooding was in urban areas, such as Evansville.","Intersections around the city were flooded. At the Evansville airport, the storm total precipitation was 1.21 inches.",CSV
201502,15,1900,201502,16,1900,93588,564630,INDIANA,18,2015,February,Heavy Snow,Z,67,KNOX,IND,2/15/2015 19:00,EST-5,2/16/2015 19:00,0,0,0,0,,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving across the southern U.S. brought accumulating snow to the southern half of central Indiana on February 16th. Some areas received around 8 inches of snow. Higher amounts were received in Kentucky with this storm.,"Snowfall of 5.5 inches was observed east of Vincennes. Since the 16th was Presidents' Day, schools were not in session. Roads were reported to be slick. No other impacts were reported.",CSV
201502,15,2030,201502,16,1900,93588,564677,INDIANA,18,2015,February,Heavy Snow,Z,70,LAWRENCE,IND,2/15/2015 20:30,EST-5,2/16/2015 19:00,0,0,0,0,,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving across the southern U.S. brought accumulating snow to the southern half of central Indiana on February 16th. Some areas received around 8 inches of snow. Higher amounts were received in Kentucky with this storm.,"Snowfall of 5.5 to 7 inches was observed in and near the Oolitic and Bedford areas, respectively. Roads were reported to be slick. Since the 16th was Presidents' Day, schools were not in session. Some schools had delays the following day. No other impacts were reported.",CSV
201502,15,2200,201502,16,1900,93588,564687,INDIANA,18,2015,February,Heavy Snow,Z,71,JACKSON,IND,2/15/2015 22:00,EST-5,2/16/2015 19:00,0,0,0,0,,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving across the southern U.S. brought accumulating snow to the southern half of central Indiana on February 16th. Some areas received around 8 inches of snow. Higher amounts were received in Kentucky with this storm.,"Snowfall of 7 inches was observed in the Brownstown area. Roads were reported to be slick. Since the 16th was Presidents' Day, schools were not in session. Some schools had delays the following day. No other impacts were reported.",CSV
201502,16,200,201502,16,1400,93130,558755,INDIANA,18,2015,February,Heavy Snow,Z,85,POSEY,PAH,2/16/2015 2:00,CST-6,2/16/2015 14:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Storm-total snowfall across southwest Indiana ranged from 4 to 7 inches. The highest snowfall amounts were along the Ohio River (including Evansville), where six to seven inches fell. Amounts tapered downward toward the north. Only four inches of snow was reported along the White River at Petersburg. Snowfall rates were up to one inch per hour at times, reducing visibility below one-half mile. Wind chills ranged from 5 to 15 above zero. A low pressure center tracked northeast from north Texas to northern Alabama. Abundant moisture was drawn into the system, resulting in a winter storm.",,CSV
201502,15,2200,201502,16,1930,93588,564689,INDIANA,18,2015,February,Heavy Snow,Z,72,JENNINGS,IND,2/15/2015 22:00,EST-5,2/16/2015 19:30,0,0,0,0,,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving across the southern U.S. brought accumulating snow to the southern half of central Indiana on February 16th. Some areas received around 8 inches of snow. Higher amounts were received in Kentucky with this storm.,"Snowfall of 6 inches was observed in the Vernon area. Roads were reported to be slick. Since the 16th was Presidents' Day, schools were not in session. Some schools had delays the following day. No other impacts were reported.",CSV
201502,16,200,201502,16,1400,93130,558756,INDIANA,18,2015,February,Heavy Snow,Z,88,SPENCER,PAH,2/16/2015 2:00,CST-6,2/16/2015 14:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Storm-total snowfall across southwest Indiana ranged from 4 to 7 inches. The highest snowfall amounts were along the Ohio River (including Evansville), where six to seven inches fell. Amounts tapered downward toward the north. Only four inches of snow was reported along the White River at Petersburg. Snowfall rates were up to one inch per hour at times, reducing visibility below one-half mile. Wind chills ranged from 5 to 15 above zero. A low pressure center tracked northeast from north Texas to northern Alabama. Abundant moisture was drawn into the system, resulting in a winter storm.",,CSV
201502,16,200,201502,16,1400,93130,558758,INDIANA,18,2015,February,Heavy Snow,Z,86,VANDERBURGH,PAH,2/16/2015 2:00,CST-6,2/16/2015 14:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Storm-total snowfall across southwest Indiana ranged from 4 to 7 inches. The highest snowfall amounts were along the Ohio River (including Evansville), where six to seven inches fell. Amounts tapered downward toward the north. Only four inches of snow was reported along the White River at Petersburg. Snowfall rates were up to one inch per hour at times, reducing visibility below one-half mile. Wind chills ranged from 5 to 15 above zero. A low pressure center tracked northeast from north Texas to northern Alabama. Abundant moisture was drawn into the system, resulting in a winter storm.",,CSV
201502,16,200,201502,16,1400,93130,558759,INDIANA,18,2015,February,Heavy Snow,Z,87,WARRICK,PAH,2/16/2015 2:00,CST-6,2/16/2015 14:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Storm-total snowfall across southwest Indiana ranged from 4 to 7 inches. The highest snowfall amounts were along the Ohio River (including Evansville), where six to seven inches fell. Amounts tapered downward toward the north. Only four inches of snow was reported along the White River at Petersburg. Snowfall rates were up to one inch per hour at times, reducing visibility below one-half mile. Wind chills ranged from 5 to 15 above zero. A low pressure center tracked northeast from north Texas to northern Alabama. Abundant moisture was drawn into the system, resulting in a winter storm.",,CSV
201502,4,1200,201502,5,200,93622,562327,INDIANA,18,2015,February,Winter Weather,Z,50,WAYNE,ILN,2/4/2015 12:00,EST-5,2/5/2015 2:00,0,0,0,0,,,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,A cold front crossed the region and produced an inch or two of snow across the Ohio Valley as it passed.,The emergency manager in Centerville measured an inch of snow.,CSV
201502,1,0,201502,2,300,91963,551073,INDIANA,18,2015,February,Heavy Snow,Z,13,PULASKI,IWX,2/1/2015 0:00,EST-5,2/2/2015 3:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 8 and 12 inches, heaviest across northern portions of the county. Wind gusts of 15 to 25 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,300,91963,551074,INDIANA,18,2015,February,Heavy Snow,Z,15,FULTON,IWX,2/1/2015 0:00,EST-5,2/2/2015 3:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 8 and 12 inches, heaviest across northern portions of the county. Wind gusts of 15 to 25 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,500,91963,551075,INDIANA,18,2015,February,Heavy Snow,Z,17,WHITLEY,IWX,2/1/2015 0:00,EST-5,2/2/2015 5:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 8 and 12 inches, heaviest across northern portions of the county. Wind gusts of 15 to 25 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,19,200,201502,19,900,93154,559012,INDIANA,18,2015,February,Cold/Wind Chill,Z,81,GIBSON,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,19,200,201502,19,900,93154,559015,INDIANA,18,2015,February,Cold/Wind Chill,Z,88,SPENCER,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,14,900,201502,14,2000,92339,553029,INDIANA,18,2015,February,Winter Storm,Z,15,FULTON,IWX,2/14/2015 9:00,EST-5,2/14/2015 20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,Snow and strong winds created near blizzard conditions at times on February 14th along and behind a strong arctic front. Snow amounts generally ranged between 1 and 3 inches.,"Wind gusts up to 45 mph and snow squalls enhanced by Lake Michigan created near whiteout conditions at times on February 14th. Visibilities were reduced to less than 100 feet in heavier snow showers, with total snow accumulations generally ranging between 1 and 3 inches. This created difficult driving conditions with some roads becoming impassible due to significant blowing and drifting snow. Several multi-vehicle accidents were reported across the region due to reduced visibilities and slick roads.",CSV
201502,19,200,201502,19,900,93154,559013,INDIANA,18,2015,February,Cold/Wind Chill,Z,82,PIKE,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,19,200,201502,19,900,93154,559014,INDIANA,18,2015,February,Cold/Wind Chill,Z,85,POSEY,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,19,200,201502,19,900,93154,559017,INDIANA,18,2015,February,Cold/Wind Chill,Z,87,WARRICK,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,19,200,201502,19,900,93154,559016,INDIANA,18,2015,February,Cold/Wind Chill,Z,86,VANDERBURGH,PAH,2/19/2015 2:00,CST-6,2/19/2015 9:00,0,0,1,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Record-breaking cold and brisk winds combined to produce dangerously low wind chills. Bitterly cold wind chills around 15 below zero were observed across southwest Indiana. Southwest Indiana had not seen a cold stretch of this magnitude this late in the season since 1960. The actual low temperature was 6 below zero at Evansville. The lowest wind chill was 15 below at Evansville. One fatality was blamed on the cold weather. An 82-year-old Evansville woman was found outside her home without a coat. She suffered from dementia. The woman was transported to a local hospital, where she was pronounced dead from hypothermia. The coroner's office estimated her exposure to the cold air was about 15 minutes. Her age made her more susceptible to hypothermia. This arctic air was delivered by arctic high pressure that settled southward across Missouri and Arkansas. Temperatures did not modify much due to extensive deep snowcover as far south as Kentucky and Missouri.",,CSV
201502,14,900,201502,14,2000,92339,553028,INDIANA,18,2015,February,Winter Storm,Z,14,MARSHALL,IWX,2/14/2015 9:00,EST-5,2/14/2015 20:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,Snow and strong winds created near blizzard conditions at times on February 14th along and behind a strong arctic front. Snow amounts generally ranged between 1 and 3 inches.,"Wind gusts up to 45 mph and snow squalls enhanced by Lake Michigan created near whiteout conditions at times on February 14th. Visibilities were reduced to less than 100 feet in heavier snow showers, with total snow accumulations generally ranging between 1 and 3 inches. This created difficult driving conditions with some roads becoming impassible due to significant blowing and drifting snow. Several multi-vehicle accidents were reported across the region due to reduced visibilities and slick roads.",CSV
201502,14,900,201502,14,2000,92339,553030,INDIANA,18,2015,February,Winter Storm,Z,12,STARKE,IWX,2/14/2015 9:00,EST-5,2/14/2015 20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,Snow and strong winds created near blizzard conditions at times on February 14th along and behind a strong arctic front. Snow amounts generally ranged between 1 and 3 inches.,"Wind gusts up to 45 mph and snow squalls enhanced by Lake Michigan created near whiteout conditions at times on February 14th. Visibilities were reduced to less than 100 feet in heavier snow showers, with total snow accumulations generally ranging between 1 and 3 inches. This created difficult driving conditions with some roads becoming impassible due to significant blowing and drifting snow. Several multi-vehicle accidents were reported across the region due to reduced visibilities and slick roads.",CSV
201502,14,700,201502,14,1800,92339,553031,INDIANA,18,2015,February,Winter Weather,Z,7,STEUBEN,IWX,2/14/2015 7:00,EST-5,2/14/2015 18:00,0,0,0,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,Snow and strong winds created near blizzard conditions at times on February 14th along and behind a strong arctic front. Snow amounts generally ranged between 1 and 3 inches.,"Wind gusts up to 45 mph and snow squalls along and behind an arctic front created near whiteout conditions at times on February 14th. Visibilities were reduced to less than 200 feet in heavier snow showers, with total snow accumulations generally ranging between 1 and 3 inches. Several multi-vehicle accidents were reported across the region due to reduced visibilities and slick roads, including a crash involving up to 20 vehicles in the southbound lane of I-69 near the DeKalb and Steuben County line.",CSV
201502,28,1800,201502,28,2359,93238,559685,INDIANA,18,2015,February,Winter Weather,Z,82,PIKE,PAH,2/28/2015 18:00,CST-6,2/28/2015 23:59,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A mixed bag of wintry precipitation caused hazardous travel conditions north of Interstate 64. Across most of Gibson and Pike Counties, the precipitation was in the form of light snow, sleet, and freezing drizzle. Along the White River, one inch of new snow was reported at Hazleton. To the south, amounts were generally one-tenth inch or less along Interstate 64. Little if any wintry precipitation occurred in the counties bordering the Ohio River. The precipitation was caused by a surge of warmer air aloft moving north across the region. The warmer air aloft moved over a shallow layer of cold air near the surface. As the depth of cold air decreased, the precipitation changed from sleet and freezing drizzle to liquid drizzle. This event continued into the first day of March.",,CSV
201502,1,0,201502,2,500,91963,551082,INDIANA,18,2015,February,Heavy Snow,Z,26,WELLS,IWX,2/1/2015 0:00,EST-5,2/2/2015 5:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Rain mixed in with the snow during the morning and early afternoon hours of February 1st which limited snow accumulations somewhat. Total snow accumulations generally ranged from near 4 inches in far southern portions of the county to as much as 9 inches in far northern Wells County. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,500,91963,551083,INDIANA,18,2015,February,Heavy Snow,Z,27,ADAMS,IWX,2/1/2015 0:00,EST-5,2/2/2015 5:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Rain mixed in with the snow during the morning and early afternoon hours of February 1st which limited snow accumulations somewhat. Total snow accumulations generally ranged from near 3 inches in far southern portions of the county to as much as 8 inches in far northern Wells County. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads.",CSV
201502,14,1000,201502,14,1700,93630,562422,INDIANA,18,2015,February,Winter Weather,Z,74,DEARBORN,ILN,2/14/2015 10:00,EST-5,2/14/2015 17:00,0,0,0,0,,,Unknown,,,,,,,,,,,,,,,,,,,,,,An arctic cold front crossed the area and produced snow squalls. Whiteout conditions with wind gusting to between 40 and 60 mph created extremely hazardous driving conditions. Numerous accidents and road closures were noted across the region.,Numerous snow squalls and strong wind gusts negatively impacted the region with whiteout conditions at times.,CSV
201502,14,1000,201502,14,1700,93630,562423,INDIANA,18,2015,February,Winter Weather,Z,58,FAYETTE,ILN,2/14/2015 10:00,EST-5,2/14/2015 17:00,0,0,0,0,,,Unknown,,,,,,,,,,,,,,,,,,,,,,An arctic cold front crossed the area and produced snow squalls. Whiteout conditions with wind gusting to between 40 and 60 mph created extremely hazardous driving conditions. Numerous accidents and road closures were noted across the region.,Numerous snow squalls and strong wind gusts negatively impacted the region with whiteout conditions at times.,CSV
201502,1,0,201502,2,500,91963,551076,INDIANA,18,2015,February,Heavy Snow,Z,18,ALLEN,IWX,2/1/2015 0:00,EST-5,2/2/2015 5:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 8 and 12 inches, heaviest across northern portions of the county. Wind gusts of 15 to 25 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,12,300,201502,12,1800,92324,552972,INDIANA,18,2015,February,Lake-Effect Snow,Z,3,LA PORTE,IWX,2/12/2015 3:00,CST-6,2/12/2015 18:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,An intense lake effect snow band produced a narrow band of heavy snow and blowing snow across far northwest Indiana on February 12th. Total snow accumulations generally ranged between 2 and 8 inches within this band.,"Heavy snow and blowing snow accompanied an intense lake effect snow band on February 12th, mainly during the late morning and afternoon hours across northeast portions of La Porte County. A spotter reported 7 inches of accumulation 3 miles east of Rolling Prairie. Areas farther west and south across the county received less snow accumulation. The falling snow combined with wind gusts to 30 mph created near whiteout conditions and hazardous travel. There were reports of a few accidents and slide-offs across the region.",CSV
201502,28,1800,201502,28,2359,93238,559684,INDIANA,18,2015,February,Winter Weather,Z,81,GIBSON,PAH,2/28/2015 18:00,CST-6,2/28/2015 23:59,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A mixed bag of wintry precipitation caused hazardous travel conditions north of Interstate 64. Across most of Gibson and Pike Counties, the precipitation was in the form of light snow, sleet, and freezing drizzle. Along the White River, one inch of new snow was reported at Hazleton. To the south, amounts were generally one-tenth inch or less along Interstate 64. Little if any wintry precipitation occurred in the counties bordering the Ohio River. The precipitation was caused by a surge of warmer air aloft moving north across the region. The warmer air aloft moved over a shallow layer of cold air near the surface. As the depth of cold air decreased, the precipitation changed from sleet and freezing drizzle to liquid drizzle. This event continued into the first day of March.",,CSV
201502,21,0,201502,21,1800,93849,564112,INDIANA,18,2015,February,Winter Storm,Z,80,SWITZERLAND,ILN,2/21/2015 0:00,EST-5,2/21/2015 18:00,0,0,0,0,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Southerly flow behind a departing arctic front pulled a significant amount of moisture over the Ohio Valley Friday night, February 20th into Saturday the 21st. As the low level jet encountered a mid level disturbance, snowfall rates of 1 to 2 inches per hour were noted over much of the region.",A report relayed by the local media showed that 4 inches of snow had fallen in Florence.,CSV
